genres,original_title,overview,release_date,popularity,poster_path,runtime,directors,title_y
Documentary,Sur l’Adamant,"The Adamant is a unique day-care centre. A floating structure located on the Seine in the heart of Paris, it welcomes adults suffering from mental disorders, offering the kind of care that grounds them in time and space and helps them to recover or keep up their spirits. The team running it tries to resist the deterioration and dehumanisation of psychiatry as best as they can.",2023-03-22,2.27,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/g4j8NiY6JZ6zHdWktCbPHaCG1HJ.jpg,109,Nicolas Philibert,Sur l'Adamant
Documentary,Juste Charity,"Six years ago, Charity Jimohe left Nigeria for France. After ten months of forced prostitution to pay off a debt of 35,000 euros contracted with the traffickers who had brought her here, she walked through the door of a police station in Nantes to denounce the members of her prostitution ring.",2023-01-20,0.867,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/zgbGqhniyXxq68bYtS1ejYDI60Y.jpg,78,Floriane Devigne,Juste Charity
Documentary,This Is the End,"Road trips through Los Angeles, famous verses in the Poetry Lounge and love in times of the pandemic: Rendezvous with an old flame, fourty years later. After Jaurès (2012), Vincent Dieutre presents another tender autofictional piece in the Forum.",2023-02-16,0.829,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/2u5YyloGIJfiN70BfUVdY9C3xJ2.jpg,108,Vincent Dieutre,"La Fin de tout, This Is the End"
Documentary,Au cimetière de la pellicule,"Thierno Souleymane Diallo sets out with his camera in search of the birth of filmmaking in Guinea. Charming and determined, he traces his country’s film heritage and history and reveals the importance of film archives.",2023-02-25,1.509,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/yp58wlTzu36B0ySijZ748EOJGDg.jpg,93,Thierno Souleymane Diallo,Au cimetière de la pellicule
Documentary,Service public,Salhia Brakhlia has filmed the set and behind the scenes of Franceinfo's breakfast show during a year. How to inform at the time of social media and fake news ? How careful are journalist with those news ? How do they connect to politicians during an presidential election campaign ? This unique immersion gives us a part of the answer.,2022-11-23,1.013,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/mGTMUABSs3qSV76EgfEidHfbRNt.jpg,76,"Mouloud Achour, Salhia Brakhlia",Service public
Documentary,Une histoire du franc CFA,"The former French colonies in Central and West Africa have been independent since 1960, but most of these countries still use the currency of the former oppressor: the CFA franc. It was linked to the French franc when it was introduced, so the national bank in Paris controlled monetary policy. Now the currency has a fixed exchange rate with the euro. The link with the European currency strongly influences the monetary policy of CFA countries. And that means the value of the CFA franc is defined by political decisions taken elsewhere, rather than by the domestic economy.",2022-11-09,0.808,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/g2VecsjK4FKdDplAEFPAWqDjKXX.jpg,102,Katy Ndiaye,Une histoire du Franc CFA
Documentary,Non-Aligned: Scenes from the Labudović Reels,"In an unexplored vault in Belgrade, the capital of the former Yugoslavia, lies a collection of films known as “the Labudović Reels.” On them are images of African and Asian liberation movements and revolutionary leaders that defined the era of the 1960s. How is it that the archive of these revolutions lies on another continent, forgotten in a film archive? The answer to this question takes us into the story behind the images, on an intimate voyage with the man who filmed them.  As the cameraman of Yugoslav president Tito, Stevan Labudović captured an era of politics, personality and promise, filming the birth of the Non-Aligned Movement. Sent on missions by the President to film liberation wars, he would play a key role in the information battles that defined the era of decolonization. Together with Ciné-Guerillas, this film diptych examines the legacy of these extraordinary archives, seeking to project their political vision forward.",2022-11-09,1.4,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/4IgZ1xShjGSiwJJAiAE59mvJ2ze.jpg,100,Mila Turajlic,Non alignés: Scènes des archives Labudovic
Documentary,"Apolonia, Apolonia","When Danish filmmaker Lea Glob first portrayed Apolonia Sokol in 2009, she appeared to be leading a storybook life. The talented Apolonia was born in an underground theater in Paris and grew up in an artists’ community—the ultimate bohemian existence. In her 20s, she studied at the Beaux-Arts de Paris, one of the most prestigious art academies in Europe. Over the years, Lea Glob kept returning to film the charismatic Apolonia and a special bond developed between the two young women.",2023-03-23,1.4,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/1KQQXwH2q9LTORxfikrU52EWYA9.jpg,116,Lea Glob,"Apolonia, Apolonia"
Documentary,Villeneuve Pironi,"Villeneuve Pironi tells the astonishing story of Canadian Formula 1 legend Gilles Villeneuve and French star Didier Pironi, two fearless Ferrari Formula 1 racing drivers, forever torn apart by a historic and hugely controversial moment in time.",2022-11-12,3.129,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/pemnWNVKP2PeGuulE9JR5n36hJz.jpg,95,Torquil Jones,Villeneuve Pironi
Documentary,¿Qué le pasó al rey de los delfines?,This documentary traces the career of renowned Spanish dolphin trainer José Luis Barbero and the events leading up to his shocking death in 2015.,2022-11-13,2.998,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/eALBxCLwgOECIbEVH8aa5UAWLW0.jpg,93,"Luis Ansorena Hervés, Ernest Riera",Qu'est-il arrivé au roi des dauphins?
"Documentary, Crime",Le Masque,"Featuring interviews with his accomplices and victims alike, this deep dive explores how a master con man scammed French elites out of millions of euros.",2022-12-01,4.708,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/7TQLEXSrGPMn0EVCjyBJkSHGpqj.jpg,90,"Dominic Sivyer, Yvann Yagchi",Le masque
Documentary,Etugen,"What is the purpose of our existence ? What is the soul ? Which are the power of mind, of conscience ? What is our link to nature ? Pondering these existential questions, this movie invites us to find out an universal wisdom, meeting shamas, healers, yogis, but also philosophers and doctors. From Mongolia plains to the Amazonian forest, it leads us far than we expected at first.",2023-01-04,1.396,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/dbR69gtInh6F1Zjw67fuDKLwVTh.jpg,95,"Maud Baignères, Arnaud Riou",Etugen
Documentary,Passe-parole,"The story of Cross Words is based on a news item, which quickly becomes a pretext for a sensitive, sensual portrait of a generation represented by two main characters, Pierre and Mila, and a group of thirty-somethings. They’re journalists, teachers, carpenters and artists, between Paris, Marseille and Brussels. Valero portrays fragments of everyday life, interweaving them with impressionistic urban and bucolic slivers.",2022-07-07,1.064,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/hTkjTHBZxeMR7tGaKVYPPkaDTq3.jpg,81,Mario Valero,Passe-parole
"Documentary, History, TV Movie",Un conte de fées tchécoslovaque,"In Czechoslovakia, between 1946 and 1971, the characters of two very different fairy tales interacted and enriched each other: on the one hand, the filmmakers of the Czechoslovak New Wave who, through poetic, committed and ambitious cinema, fought against the Soviet yoke with subtle irony; and, on the other, the writer Jan Procházka, who in 1968 added his voice to the popular outcry of the Prague Spring.",2023-03-16,0.742,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/plWHk0s6KR8n7WLroeiivYmsxAt.jpg,68,Christian Paigneau,Un conte de fées tchécoslovaque
Documentary,Derniers jours d'un médecin de campagne,"Patrick Laine, 68 years old, has been practicing medicine for 35 years in Saulnot, a small town in Haute-Saône. Passionate about his work but worn out, he knows he will have to stop. But no successor has come forward to take over. His last months of practice are becoming increasingly difficult as he approaches what he has always wanted to avoid: leaving his patients without a doctor and without support.",2022-10-26,0.755,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/6XpE0Ga8waeYoGfONJQAvohiiiv.jpg,83,Olivier Ducray,Derniers jours d'un médecin de campagne
"Drama, Comedy, Romance",Le processus de paix,"Marie and Simon, a couple with two children, are deeply in love despite constant fights in their paired life. To save their marriage, they come up with a chart of Ten Rules to seek love and peace.",2023-06-07,3.475,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/q8vJzeS3gIvnvRPbhL9OBsfGm8n.jpg,92,Ilan Klipper,Le processus de paix
"Drama, History",Tel Aviv/Beirut,"With the backdrop of the 1980s Israeli-Lebanese conflict, this road movie portrays the journey of women separated from their families by the border.",2023-02-01,1.991,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/zKNDNUr55kSrSjAcc1wQttYEaYS.jpg,116,Michale Boganim,Tel Aviv Beyrouth
Drama,Girl,"A love story between 24-year-old Grace and her 11-year old-daughter, Ama. It is a story of wonder and intimacy, of vulnerability and fear and of not being able to let go even when you know it’s the right thing to do. A dual coming-of-age that centres Grace’s inability to leave the past behind or let herself become the woman she could be against Ama’s burgeoning puberty and curiosity of the world. As Grace is forced to confront the truth of her past, she has to come to terms with her trauma and its effects on Ama.",2023-01-22,2.903,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/jHbjO4pmFFZPEnMHruw00fjVPoY.jpg,87,Adura Onashile,Girl
Music,Indochine: Central Tour au cinéma,"The CENTRAL TOUR, INDOCHINE's monumental concert that sold out in the 5 largest French stadiums, was shown in theaters. With more than 400,000 spectators, this 40th anniversary tour broke all attendance records in each of the stadiums, all disciplines combined (concerts and sports).",2022-11-24,2.101,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/9zCVjWfYGJ8GQk6XVI4iY6zBsPM.jpg,170,Hans Pannecoucke,Indochine: Central Tour au cinéma
Documentary,Cascadeuses,"Virginie, Petra and Estelle are stuntwomen. Freedom, glory or a search for power fuel these women’s desire to push their bodies to the limits. But how much violence are their bodies and minds able to take on?",2022-11-09,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/jkeCzq7hr7Vu22eXnCfb1z1SciR.jpg,85,Elena Avdija,Cascadeuses
Documentary,American Vertigo,"A subjective documentary, a real logbook that follows the philosopher Bernard-Henri Lévy in the U.S.A.",2007-06-20,0.878,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/6g2KU5dpJs43nXiJn6AhbD0aceo.jpg,95,Michko Netchak,American Vertigo
"Crime, Action, Thriller, Drama",Sans peur,"Elon, who suffers bipolar disorders, wants to please his dad, head of a southern France mafia, and reluctantly commit crimes. However, each of his acts have consequences, and a heavy price to pay.",2022-11-09,4.735,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/oRTyjhDAqZGBSoEhcGkiCQMU2t1.jpg,106,Emmanuel Saez,Sans Peur
"Drama, War",SHTTL,The 1941 invasion of the Soviet Union by Nazi Germany is shown through the life of inhabitants of a Yiddish village at the border of Poland.,2022-10-13,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/zEbulcSGsr9wQuJsT0IFlzSEMLf.jpg,109,Ady Walter,Shttl
Drama,L'enfant du paradis,"Everything seems to be smiling again at Yazid, an actor with a sulphurous past. He is trying to regain custody of his son and find a stable family life. But despite his efforts, he is overtaken by his old demons...",2022-08-25,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/3y3koDDI5ezgkeoFnRUWOmQIJin.jpg,72,Salim Kechiouche,L'Enfant du paradis
Documentary,Escape from Kabul,"Unfolding over 18 monumental days in August 2021, this deeply immersive and emotional documentary combines never-before-seen archival footage from those on the ground at the airport with exclusive interviews with people who were there throughout the period, including Afghan citizens attempting to flee, U.S. Marines tasked with managing the evacuation, and Taliban commanders and fighters who had recently taken the city.",2022-09-21,4.778,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/lJWd4BOGJnqNX5cvoz4BDITAada.jpg,82,Jamie Roberts,Août 2021 - Fuir Kaboul
Documentary,Se nommer Juif aujourd'hui encore,"Mom, you are hiding your yellow star beneath your bag in front of Gestapo. During the liberation of Paris, you hold into your arms a jewish woman, hidden just as you under a false identity. Thinking of this pictures of my movies, I understand that telling the story of my family during the war is questioning my jewishness. Therefore, I asked my family and my friends what it means to be a jew nowadays.",2022-11-09,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/7bKR48CczlRqBGmTCS85CKykn6p.jpg,90,Martine Bouquin,Se nommer juif aujourd'hui encore
